type, setup, encryption, homomorphic, decryption, plaintext, total, value
optimized-slot, 295, 21, 88, 1, 405, 13651
optimized-slot, 285, 21, 87, 1, 394, 13651
optimized-slot, 298, 21, 96, 1, 416, 13651
optimized-slot, 280, 22, 93, 1, 396, 13651
optimized-slot, 376, 28, 105, 1, 510, 13651
optimized-slot, 286, 36, 98, 1, 421, 13651
optimized-slot, 286, 21, 91, 1, 399, 13651
optimized-slot, 295, 21, 91, 1, 408, 13651
optimized-slot, 744, 35, 99, 1, 879, 13651
optimized-slot, 295, 23, 91, 1, 410, 13651
optimized-slot, 305, 21, 92, 1, 419, 13651
optimized-slot, 285, 21, 88, 1, 395, 13651
optimized-slot, 281, 21, 93, 1, 396, 13651
optimized-slot, 294, 21, 89, 1, 405, 13651
optimized-slot, 289, 21, 91, 1, 402, 13651
optimized-slot, 285, 25, 95, 1, 406, 13651
optimized-slot, 281, 21, 91, 1, 394, 13651
optimized-slot, 294, 20, 87, 1, 402, 13651
optimized-slot, 277, 21, 97, 1, 396, 13651
optimized-slot, 291, 21, 88, 1, 401, 13651
optimized-slot, 294, 21, 88, 1, 404, 13651
optimized-slot, 288, 23, 96, 1, 408, 13651
optimized-slot, 274, 20, 88, 1, 383, 13651
optimized-slot, 286, 21, 85, 1, 393, 13651
optimized-slot, 274, 24, 100, 1, 399, 13651
optimized-slot, 285, 21, 88, 1, 395, 13651
optimized-slot, 285, 21, 90, 1, 397, 13651
optimized-slot, 287, 24, 88, 1, 400, 13651
optimized-slot, 287, 21, 90, 1, 399, 13651
optimized-slot, 288, 21, 92, 1, 402, 13651
optimized-slot, 308, 20, 87, 1, 416, 13651
optimized-slot, 279, 21, 87, 1, 388, 13651
optimized-slot, 286, 24, 88, 1, 399, 13651
optimized-slot, 280, 21, 90, 1, 392, 13651
optimized-slot, 280, 21, 88, 1, 390, 13651
optimized-slot, 282, 21, 90, 1, 394, 13651
optimized-slot, 289, 21, 90, 1, 401, 13651
optimized-slot, 278, 21, 91, 1, 391, 13651
optimized-slot, 286, 21, 97, 1, 405, 13651
optimized-slot, 312, 21, 89, 1, 423, 13651
optimized-slot, 284, 22, 100, 1, 407, 13651
optimized-slot, 278, 21, 91, 1, 391, 13651
optimized-slot, 286, 21, 85, 1, 393, 13651
optimized-slot, 289, 21, 99, 1, 410, 13651
optimized-slot, 278, 21, 87, 1, 387, 13651
optimized-slot, 299, 20, 87, 1, 407, 13651
optimized-slot, 281, 21, 99, 1, 402, 13651
optimized-slot, 281, 21, 89, 1, 392, 13651
optimized-slot, 285, 21, 91, 1, 398, 13651
optimized-slot, 278, 21, 91, 1, 391, 13651
optimized-slot, 283, 21, 87, 1, 392, 13651
optimized-slot, 296, 21, 88, 1, 406, 13651
optimized-slot, 282, 25, 88, 1, 396, 13651
optimized-slot, 273, 21, 91, 1, 386, 13651
optimized-slot, 288, 21, 89, 1, 399, 13651
optimized-slot, 284, 53, 88, 1, 426, 13651
optimized-slot, 278, 21, 91, 1, 391, 13651
optimized-slot, 283, 21, 92, 1, 397, 13651
optimized-slot, 281, 21, 93, 1, 396, 13651
optimized-slot, 282, 21, 90, 1, 394, 13651
optimized-slot, 288, 21, 90, 1, 400, 13651
optimized-slot, 282, 21, 89, 1, 393, 13651
optimized-slot, 278, 21, 90, 1, 390, 13651
optimized-slot, 281, 21, 90, 1, 393, 13651
optimized-slot, 298, 21, 90, 1, 410, 13651
optimized-slot, 280, 21, 93, 1, 395, 13651
optimized-slot, 282, 21, 91, 1, 395, 13651
optimized-slot, 307, 21, 90, 1, 419, 13651
optimized-slot, 284, 21, 98, 1, 404, 13651
optimized-slot, 285, 21, 90, 1, 397, 13651
optimized-slot, 294, 25, 91, 1, 411, 13651
optimized-slot, 286, 22, 97, 1, 406, 13651
optimized-slot, 280, 21, 88, 1, 390, 13651
optimized-slot, 299, 21, 88, 1, 409, 13651
optimized-slot, 279, 24, 92, 1, 396, 13651
optimized-slot, 281, 21, 87, 1, 390, 13651
optimized-slot, 293, 21, 88, 1, 403, 13651
optimized-slot, 274, 28, 87, 1, 390, 13651
optimized-slot, 305, 21, 91, 1, 418, 13651
optimized-slot, 287, 21, 89, 1, 398, 13651
optimized-slot, 296, 21, 91, 1, 409, 13651
optimized-slot, 282, 23, 90, 1, 396, 13651
optimized-slot, 293, 22, 91, 1, 407, 13651
optimized-slot, 281, 21, 90, 1, 393, 13651
optimized-slot, 289, 21, 91, 1, 402, 13651
optimized-slot, 306, 25, 101, 1, 433, 13651
optimized-slot, 287, 21, 90, 1, 399, 13651
optimized-slot, 280, 21, 108, 1, 410, 13651
optimized-slot, 284, 21, 87, 1, 393, 13651
optimized-slot, 818, 20, 86, 1, 925, 13651
optimized-slot, 293, 21, 87, 1, 402, 13651
optimized-slot, 281, 21, 88, 1, 391, 13651
optimized-slot, 291, 21, 88, 1, 401, 13651
optimized-slot, 275, 20, 90, 1, 386, 13651
optimized-slot, 281, 21, 88, 1, 391, 13651
optimized-slot, 283, 21, 89, 1, 394, 13651
optimized-slot, 280, 21, 89, 1, 391, 13651
optimized-slot, 280, 21, 86, 1, 388, 13651
optimized-slot, 279, 20, 88, 1, 388, 13651
optimized-slot, 276, 21, 89, 1, 387, 13651
optimized-slot, 294, 23, 91, 1, 409, 13651
optimized-slot, 280, 21, 92, 1, 394, 13651
optimized-slot, 281, 20, 87, 1, 389, 13651
optimized-slot, 274, 21, 88, 1, 384, 13651
optimized-slot, 275, 21, 88, 1, 385, 13651
optimized-slot, 277, 21, 89, 1, 388, 13651
optimized-slot, 283, 21, 89, 1, 394, 13651
optimized-slot, 282, 24, 91, 1, 398, 13651
optimized-slot, 274, 21, 87, 1, 383, 13651
optimized-slot, 275, 22, 85, 1, 383, 13651
optimized-slot, 281, 21, 91, 1, 394, 13651
optimized-slot, 281, 21, 90, 1, 393, 13651
optimized-slot, 279, 21, 90, 1, 391, 13651
optimized-slot, 277, 21, 88, 1, 387, 13651
optimized-slot, 293, 20, 85, 1, 399, 13651
optimized-slot, 274, 21, 88, 1, 384, 13651
optimized-slot, 275, 21, 88, 1, 385, 13651
optimized-slot, 273, 21, 88, 1, 383, 13651
optimized-slot, 276, 20, 86, 1, 383, 13651
optimized-slot, 275, 21, 86, 1, 383, 13651
optimized-slot, 277, 20, 87, 1, 385, 13651
optimized-slot, 281, 21, 88, 1, 391, 13651
optimized-slot, 284, 20, 86, 1, 391, 13651
optimized-slot, 286, 20, 88, 1, 395, 13651
optimized-slot, 280, 21, 87, 1, 389, 13651
optimized-slot, 273, 21, 87, 1, 382, 13651
optimized-slot, 273, 21, 87, 1, 382, 13651
optimized-slot, 279, 20, 87, 1, 387, 13651
optimized-slot, 274, 24, 87, 1, 386, 13651
optimized-slot, 275, 21, 88, 1, 385, 13651
optimized-slot, 282, 21, 86, 1, 390, 13651
optimized-slot, 272, 21, 89, 1, 383, 13651
optimized-slot, 275, 21, 87, 1, 384, 13651
optimized-slot, 273, 20, 86, 1, 380, 13651
optimized-slot, 276, 20, 87, 1, 384, 13651
optimized-slot, 275, 20, 85, 1, 381, 13651
